timestep,source_node,destination_node,bandwidth_capacity,bandwidth_utilization,delay,packet_loss,jitter,throughput,queue_length,packet_rate
26,1,4,1082.91,0.5271,1.98,0.0,1.07,570.81,0.0,47567.26
26,1,6,952.98,0.5687,1.9,0.0,1.2,541.93,0.0,45160.57
26,1,7,1012.27,0.519,1.91,0.0,1.1,525.33,0.0,43777.2
26,1,8,1016.92,0.5379,2.16,0.0,0.98,547.04,0.0,45586.78
26,2,0,979.88,0.6072,1.89,0.0,1.27,595.03,0.0,49585.43
26,2,4,1099.51,0.5452,2.0,0.0,1.0,599.41,0.0,49950.54
26,3,0,918.18,0.5906,1.82,0.0,1.14,542.31,0.0,45192.75
26,3,1,921.93,0.5482,2.05,0.0,1.01,505.38,0.0,42114.78
26,3,8,1058.42,0.5248,1.97,0.0,1.07,555.44,0.0,46286.68
26,4,1,912.71,0.4582,1.95,0.0,0.86,418.22,0.0,34851.96
26,4,2,1099.22,0.5616,2.01,0.0,1.05,617.28,0.0,51440.3
26,4,5,1094.22,0.5887,2.14,0.0,1.18,644.15,0.0,53679.4
26,4,6,902.3,0.5877,2.09,0.0,1.16,530.29,0.0,44190.45
26,4,12,1036.34,0.5076,2.01,0.0,1.02,526.08,0.0,43839.62
26,4,13,953.37,0.5666,2.06,0.0,1.14,540.15,0.0,45012.88
26,5,0,922.31,0.5087,1.97,0.0,1.06,469.21,0.0,39101.07
26,5,4,990.74,0.4977,2.18,0.0,1.07,493.11,0.0,41092.23
26,5,11,1075.17,0.4992,1.91,0.0,1.09,536.71,0.0,44725.73
26,5,12,1000.12,0.5128,1.87,0.0,1.04,512.89,0.0,42740.91
26,6,1,1082.53,0.5827,2.15,0.0,1.19,630.82,0.0,52568.7
26,6,4,959.69,0.4688,2.06,0.0,0.95,449.92,0.0,37493.48
26,6,9,1021.79,0.591,1.86,0.0,1.15,603.88,0.0,50323.56
26,7,0,1052.5,0.4714,2.02,0.0,1.0,496.15,0.0,41346.0
26,7,1,1055.73,0.5357,2.01,0.0,0.99,565.6,0.0,47132.96
26,8,1,900.11,0.4609,1.93,0.0,1.0,414.9,0.0,34575.18
26,8,3,903.9,0.5747,2.17,0.0,1.14,519.48,0.0,43290.11
26,8,10,1075.74,0.5879,2.13,0.0,1.23,632.43,0.0,52702.63
26,8,14,961.5,0.6107,1.82,0.0,1.27,587.16,0.0,48930.31
26,9,0,1075.6,0.6074,2.18,0.0,1.11,653.28,0.0,54439.62
26,9,6,917.13,0.6536,1.99,0.0,1.29,599.43,0.0,49952.91
26,10,0,913.84,0.4401,2.1,0.0,0.86,402.17,0.0,33513.89
26,10,8,1053.17,0.6448,1.85,0.0,1.19,679.06,0.0,56588.22
26,11,0,995.06,0.4669,2.02,0.0,0.98,464.58,0.0,38715.33
26,11,5,953.01,0.6369,2.15,0.0,1.25,607.0,0.0,50582.94
26,12,4,984.63,0.635,1.88,0.0,1.31,625.25,0.0,52104.15
26,12,5,1007.86,0.5841,2.09,0.0,1.06,588.67,0.0,49055.95
26,13,0,940.23,0.6071,1.92,0.0,1.32,570.84,0.0,47570.15
26,13,4,1099.03,0.6177,2.06,0.0,1.21,678.88,0.0,56573.4
26,14,0,987.62,0.6068,2.01,0.0,1.29,599.33,0.0,49944.43
26,14,8,924.2,0.6186,1.89,0.0,1.3,571.74,0.0,47645.29
27,0,1,953.4,0.5931,2.17,0.0,1.23,565.44,0.0,47119.61
27,0,2,1029.61,0.6239,2.04,0.0,1.15,642.34,0.0,53528.22
27,0,3,934.23,0.4523,2.09,0.0,0.84,422.51,0.0,35209.3
27,0,5,932.68,0.5964,1.95,0.0,1.22,556.22,0.0,46352.04
27,0,7,1097.9,0.6122,2.06,0.0,1.18,672.18,0.0,56015.17
27,0,9,1011.39,0.4335,2.07,0.0,0.94,438.44,0.0,36536.63
27,0,10,1068.57,0.4716,2.11,0.0,1.0,503.96,0.0,41996.63
27,0,11,945.81,0.4552,1.81,0.0,0.98,430.54,0.0,35878.17
27,0,13,963.09,0.5484,1.91,0.0,1.08,528.15,0.0,44012.77
27,0,14,942.2,0.6407,2.18,0.0,1.37,603.65,0.0,50304.03
27,1,0,1075.27,0.4597,1.93,0.0,0.93,494.25,0.0,41187.51
27,1,3,1031.09,0.5103,1.96,0.0,1.09,526.19,0.0,43848.9
27,1,4,1082.91,0.6356,1.98,0.0,1.23,688.33,0.0,57360.97
27,1,6,952.98,0.5356,1.9,0.0,1.08,510.4,0.0,42533.7
27,1,7,1012.27,0.5328,1.91,0.0,1.05,539.36,0.0,44946.88
27,1,8,1016.92,0.6418,2.16,0.0,1.26,652.71,0.0,54392.26
27,2,0,979.88,0.5423,1.89,0.0,1.06,531.35,0.0,44279.41
27,2,4,1099.51,0.6391,2.0,0.0,1.26,702.73,0.0,58561.12
27,3,0,918.18,0.607,1.82,0.0,1.13,557.37,0.0,46447.24
27,3,1,921.93,0.4578,2.05,0.0,0.85,422.07,0.0,35172.23
27,3,8,1058.42,0.5094,1.97,0.0,0.98,539.18,0.0,44931.56
27,4,1,912.71,0.4684,1.95,0.0,0.97,427.5,0.0,35624.66
27,4,2,1099.22,0.5816,2.01,0.0,1.2,639.29,0.0,53274.01
27,4,5,1094.22,0.6071,2.14,0.0,1.28,664.3,0.0,55358.73
27,4,6,902.3,0.4463,2.09,0.0,0.93,402.72,0.0,33559.95
27,4,12,1036.34,0.4787,2.01,0.0,1.02,496.08,0.0,41340.13
27,4,13,953.37,0.4844,2.06,0.0,0.89,461.8,0.0,38483.06
27,5,0,922.31,0.5049,1.97,0.0,0.99,465.72,0.0,38809.59
27,5,4,990.74,0.4341,2.18,0.0,0.89,430.12,0.0,35843.38
27,5,11,1075.17,0.49,1.91,0.0,0.89,526.78,0.0,43898.68
27,5,12,1000.12,0.5007,1.87,0.0,1.08,500.76,0.0,41729.81
27,6,1,1082.53,0.6254,2.15,0.0,1.31,677.05,0.0,56420.51
27,6,4,959.69,0.537,2.06,0.0,1.05,515.31,0.0,42942.65
27,6,9,1021.79,0.5213,1.86,0.0,0.95,532.71,0.0,44392.5
27,7,0,1052.5,0.5772,2.02,0.0,1.06,607.45,0.0,50621.09
27,7,1,1055.73,0.4723,2.01,0.0,0.86,498.59,0.0,41549.36
27,8,1,900.11,0.5733,1.93,0.0,1.09,516.02,0.0,43001.39
27,8,3,903.9,0.575,2.17,0.0,1.09,519.76,0.0,43313.27
27,8,10,1075.74,0.4379,2.13,0.0,0.81,471.1,0.0,39258.43
27,8,14,961.5,0.5643,1.82,0.0,1.12,542.53,0.0,45211.18
27,9,0,1075.6,0.6282,2.18,0.0,1.33,675.65,0.0,56304.35
27,9,6,917.13,0.6359,1.99,0.0,1.32,583.18,0.0,48598.06
27,10,0,913.84,0.4547,2.1,0.0,0.93,415.5,0.0,34625.16
27,10,8,1053.17,0.5776,1.85,0.0,1.25,608.36,0.0,50696.35
27,11,0,995.06,0.6095,2.02,0.0,1.22,606.53,0.0,50543.91
27,11,5,953.01,0.5403,2.15,0.0,0.98,514.89,0.0,42907.15
27,12,4,984.63,0.4421,1.88,0.0,0.81,435.26,0.0,36271.96
27,12,5,1007.86,0.5451,2.09,0.0,1.01,549.39,0.0,45782.84
27,13,0,940.23,0.5921,1.92,0.0,1.16,556.69,0.0,46391.13
27,13,4,1099.03,0.4302,2.06,0.0,0.89,472.77,0.0,39397.41
27,14,0,987.62,0.5427,2.01,0.0,1.18,535.94,0.0,44661.75
27,14,8,924.2,0.4906,1.89,0.0,0.91,453.38,0.0,37782.02
28,0,1,953.4,0.6423,2.17,0.0,1.39,612.37,0.0,51031.03
28,0,2,1029.61,0.5254,2.04,0.0,1.01,540.95,0.0,45078.92
28,0,3,934.23,0.6126,2.09,0.0,1.22,572.31,0.0,47692.67
28,0,5,932.68,0.6059,1.95,0.0,1.12,565.08,0.0,47089.87
28,0,7,1097.9,0.5485,2.06,0.0,1.21,602.22,0.0,50184.73
28,0,9,1011.39,0.5324,2.07,0.0,0.99,538.51,0.0,44875.91
28,0,10,1068.57,0.6834,2.11,0.0,1.41,730.24,0.0,60853.0
28,0,11,945.81,0.5467,1.81,0.0,1.11,517.05,0.0,43087.33
28,0,13,963.09,0.5363,1.91,0.0,1.12,516.54,0.0,43044.66
28,0,14,942.2,0.6909,2.18,0.0,1.36,650.99,0.0,54249.06
28,1,0,1075.27,0.5866,1.93,0.0,1.15,630.75,0.0,52562.5
28,1,3,1031.09,0.6886,1.96,0.0,1.35,709.99,0.0,59165.46
28,1,4,1082.91,0.5013,1.98,0.0,0.92,542.82,0.0,45235.11
28,1,6,952.98,0.5271,1.9,0.0,1.02,502.29,0.0,41857.38
28,1,7,1012.27,0.6894,1.91,0.0,1.32,697.84,0.0,58153.17
28,1,8,1016.92,0.5732,2.16,0.0,1.21,582.88,0.0,48572.95
28,2,0,979.88,0.6612,1.89,0.0,1.31,647.89,0.0,53990.86
28,2,4,1099.51,0.6555,2.0,0.0,1.21,720.74,0.0,60061.26
28,3,0,918.18,0.5833,1.82,0.0,1.06,535.6,0.0,44633.4
28,3,1,921.93,0.6757,2.05,0.0,1.31,622.94,0.0,51911.95
28,3,8,1058.42,0.6788,1.97,0.0,1.49,718.47,0.0,59872.71
28,4,1,912.71,0.5301,1.95,0.0,0.96,483.79,0.0,40315.87
28,4,2,1099.22,0.5456,2.01,0.0,1.08,599.72,0.0,49976.53
28,4,5,1094.22,0.6644,2.14,0.0,1.4,726.99,0.0,60582.59
28,4,6,902.3,0.5253,2.09,0.0,0.97,473.94,0.0,39494.77
28,4,12,1036.34,0.6778,2.01,0.0,1.44,702.41,0.0,58533.97
28,4,13,953.37,0.6757,2.06,0.0,1.46,644.16,0.0,53679.87
28,5,0,922.31,0.5381,1.97,0.0,1.15,496.34,0.0,41361.25
28,5,4,990.74,0.5303,2.18,0.0,0.98,525.41,0.0,43784.06
28,5,11,1075.17,0.5299,1.91,0.0,1.15,569.78,0.0,47482.02
28,5,12,1000.12,0.5942,1.87,0.0,1.12,594.25,0.0,49521.24
28,6,1,1082.53,0.6263,2.15,0.0,1.33,677.99,0.0,56499.05
28,6,4,959.69,0.6644,2.06,0.0,1.41,637.66,0.0,53138.73
28,6,9,1021.79,0.5613,1.86,0.0,1.13,573.56,0.0,47796.37
28,7,0,1052.5,0.653,2.02,0.0,1.37,687.3,0.0,57274.84
28,7,1,1055.73,0.5414,2.01,0.0,1.14,571.61,0.0,47634.52
28,8,1,900.11,0.697,1.93,0.0,1.48,627.4,0.0,52283.69
28,8,3,903.9,0.6111,2.17,0.0,1.18,552.39,0.0,46032.38
28,8,10,1075.74,0.6031,2.13,0.0,1.32,648.74,0.0,54061.49
28,8,14,961.5,0.4954,1.82,0.0,1.01,476.3,0.0,39691.39
28,9,0,1075.6,0.6828,2.18,0.0,1.33,734.47,0.0,61205.65
28,9,6,917.13,0.6551,1.99,0.0,1.21,600.85,0.0,50071.19
28,10,0,913.84,0.681,2.1,0.0,1.45,622.29,0.0,51857.88
28,10,8,1053.17,0.474,1.85,0.0,1.04,499.24,0.0,41603.23
28,11,0,995.06,0.6581,2.02,0.0,1.41,654.85,0.0,54570.45
28,11,5,953.01,0.612,2.15,0.0,1.26,583.24,0.0,48603.52
28,12,4,984.63,0.5867,1.88,0.0,1.23,577.7,0.0,48141.86
28,12,5,1007.86,0.6139,2.09,0.0,1.2,618.68,0.0,51556.26
28,13,0,940.23,0.5491,1.92,0.0,1.02,516.31,0.0,43025.87
28,13,4,1099.03,0.6841,2.06,0.0,1.49,751.87,0.0,62655.72
28,14,0,987.62,0.5747,2.01,0.0,1.21,567.62,0.0,47301.83
28,14,8,924.2,0.4783,1.89,0.0,0.97,442.05,0.0,36837.13
29,0,1,953.4,0.3986,2.17,0.0,0.77,380.03,0.0,31668.76
29,0,2,1029.61,0.4871,2.04,0.0,1.0,501.54,0.0,41794.84
29,0,3,934.23,0.3761,2.09,0.0,0.68,351.4,0.0,29282.92
29,0,5,932.68,0.5202,1.95,0.0,1.14,485.22,0.0,40435.04
29,0,7,1097.9,0.4751,2.06,0.0,1.01,521.57,0.0,43464.53
29,0,9,1011.39,0.4955,2.07,0.0,1.09,501.14,0.0,41761.46
29,0,10,1068.57,0.4664,2.11,0.0,0.89,498.37,0.0,41530.81
29,0,11,945.81,0.4449,1.81,0.0,0.84,420.81,0.0,35067.14
29,0,13,963.09,0.4528,1.91,0.0,0.83,436.12,0.0,36343.11
29,0,14,942.2,0.5511,2.18,0.0,1.03,519.29,0.0,43273.91
29,1,0,1075.27,0.4798,1.93,0.0,0.87,515.93,0.0,42994.57
29,1,3,1031.09,0.5186,1.96,0.0,1.08,534.74,0.0,44561.29
29,1,4,1082.91,0.472,1.98,0.0,0.92,511.09,0.0,42590.62
29,1,6,952.98,0.5538,1.9,0.0,1.18,527.77,0.0,43981.22
29,1,7,1012.27,0.4852,1.91,0.0,1.02,491.19,0.0,40932.6
29,1,8,1016.92,0.5357,2.16,0.0,1.04,544.81,0.0,45401.04
29,2,0,979.88,0.4655,1.89,0.0,0.87,456.11,0.0,38008.76
29,2,4,1099.51,0.5489,2.0,0.0,1.06,603.57,0.0,50297.75
29,3,0,918.18,0.4766,1.82,0.0,0.86,437.57,0.0,36463.93
29,3,1,921.93,0.4317,2.05,0.0,0.89,398.02,0.0,33168.15
29,3,8,1058.42,0.5251,1.97,0.0,0.99,555.78,0.0,46314.83
29,4,1,912.71,0.5016,1.95,0.0,0.93,457.8,0.0,38150.26
29,4,2,1099.22,0.3735,2.01,0.0,0.8,410.53,0.0,34211.15
29,4,5,1094.22,0.4632,2.14,0.0,0.91,506.82,0.0,42234.93
29,4,6,902.3,0.5009,2.09,0.0,1.09,451.94,0.0,37661.55
29,4,12,1036.34,0.5565,2.01,0.0,1.22,576.72,0.0,48059.91
29,4,13,953.37,0.4265,2.06,0.0,0.88,406.57,0.0,33880.53
29,5,0,922.31,0.5177,1.97,0.0,0.98,477.52,0.0,39793.71
29,5,4,990.74,0.4563,2.18,0.0,0.85,452.06,0.0,37671.97
29,5,11,1075.17,0.557,1.91,0.0,1.06,598.9,0.0,49908.57
29,5,12,1000.12,0.527,1.87,0.0,1.1,527.05,0.0,43920.74
29,6,1,1082.53,0.5007,2.15,0.0,1.0,541.98,0.0,45165.13
29,6,4,959.69,0.4908,2.06,0.0,0.94,470.99,0.0,39248.77
29,6,9,1021.79,0.46,1.86,0.0,0.83,470.0,0.0,39166.25
29,7,0,1052.5,0.5489,2.02,0.0,1.07,577.74,0.0,48144.79
29,7,1,1055.73,0.3977,2.01,0.0,0.78,419.9,0.0,34991.85
29,8,1,900.11,0.5275,1.93,0.0,0.96,474.83,0.0,39568.96
29,8,3,903.9,0.5379,2.17,0.0,1.02,486.24,0.0,40519.77
29,8,10,1075.74,0.5006,2.13,0.0,0.96,538.49,0.0,44874.46
29,8,14,961.5,0.4237,1.82,0.0,0.83,407.39,0.0,33949.58
29,9,0,1075.6,0.5154,2.18,0.0,1.03,554.37,0.0,46197.77
29,9,6,917.13,0.5246,1.99,0.0,1.06,481.15,0.0,40095.61
29,10,0,913.84,0.4621,2.1,0.0,0.99,422.27,0.0,35189.37
29,10,8,1053.17,0.5056,1.85,0.0,0.97,532.45,0.0,44370.5
29,11,0,995.06,0.5268,2.02,0.0,0.97,524.16,0.0,43680.15
29,11,5,953.01,0.4327,2.15,0.0,0.83,412.39,0.0,34365.83
29,12,4,984.63,0.4052,1.88,0.0,0.76,399.02,0.0,33251.35
29,12,5,1007.86,0.3948,2.09,0.0,0.8,397.94,0.0,33161.25
29,13,0,940.23,0.457,1.92,0.0,0.91,429.73,0.0,35810.79
29,13,4,1099.03,0.4636,2.06,0.0,0.89,509.49,0.0,42457.26
29,14,0,987.62,0.4335,2.01,0.0,0.8,428.18,0.0,35681.66
29,14,8,924.2,0.4399,1.89,0.0,0.92,406.55,0.0,33878.8
30,0,1,953.4,0.4187,2.17,0.0,0.77,399.23,0.0,33269.48
30,0,2,1029.61,0.4309,2.04,0.0,0.88,443.69,0.0,36974.24
30,0,3,934.23,0.4036,2.09,0.0,0.89,377.1,0.0,31425.15
30,0,5,932.68,0.3467,1.95,0.0,0.67,323.36,0.0,26946.33
30,0,7,1097.9,0.4957,2.06,0.0,1.0,544.23,0.0,45352.88
30,0,9,1011.39,0.3401,2.07,0.0,0.66,343.95,0.0,28662.49
30,0,10,1068.57,0.3697,2.11,0.0,0.77,395.03,0.0,32919.26
30,0,11,945.81,0.3954,1.81,0.0,0.82,373.93,0.0,31160.63
30,0,13,963.09,0.3987,1.91,0.0,0.81,383.94,0.0,31995.1
30,0,14,942.2,0.4823,2.18,0.0,1.06,454.45,0.0,37870.45
30,1,0,1075.27,0.3956,1.93,0.0,0.82,425.34,0.0,35444.96
30,1,3,1031.09,0.3694,1.96,0.0,0.72,380.92,0.0,31743.75
30,1,4,1082.91,0.3478,1.98,0.0,0.68,376.63,0.0,31386.0
30,1,6,952.98,0.4154,1.9,0.0,0.85,395.85,0.0,32987.12
30,1,7,1012.27,0.4297,1.91,0.0,0.89,434.99,0.0,36248.78
30,1,8,1016.92,0.454,2.16,0.0,0.86,461.66,0.0,38471.57
30,2,0,979.88,0.4693,1.89,0.0,1.0,459.9,0.0,38325.39
30,2,4,1099.51,0.3626,2.0,0.0,0.72,398.66,0.0,33221.3
30,3,0,918.18,0.3414,1.82,0.0,0.72,313.48,0.0,26123.6
30,3,1,921.93,0.4845,2.05,0.0,0.89,446.64,0.0,37219.85
30,3,8,1058.42,0.3501,1.97,0.0,0.67,370.59,0.0,30882.14
30,4,1,912.71,0.4331,1.95,0.0,0.78,395.26,0.0,32937.95
30,4,2,1099.22,0.4338,2.01,0.0,0.85,476.81,0.0,39733.94
30,4,5,1094.22,0.3561,2.14,0.0,0.68,389.69,0.0,32474.55
30,4,6,902.3,0.3334,2.09,0.0,0.65,300.85,0.0,25070.84
30,4,12,1036.34,0.3671,2.01,0.0,0.69,380.49,0.0,31707.23
30,4,13,953.37,0.4711,2.06,0.0,1.01,449.12,0.0,37426.75
30,5,0,922.31,0.3903,1.97,0.0,0.8,359.97,0.0,29997.84
30,5,4,990.74,0.4108,2.18,0.0,0.8,407.02,0.0,33918.26
30,5,11,1075.17,0.4634,1.91,0.0,0.93,498.26,0.0,41521.5
30,5,12,1000.12,0.3377,1.87,0.0,0.63,337.75,0.0,28145.76
30,6,1,1082.53,0.4024,2.15,0.0,0.88,435.56,0.0,36296.86
30,6,4,959.69,0.3746,2.06,0.0,0.81,359.53,0.0,29961.07
30,6,9,1021.79,0.3757,1.86,0.0,0.76,383.88,0.0,31989.94
30,7,0,1052.5,0.3585,2.02,0.0,0.67,377.35,0.0,31445.67
30,7,1,1055.73,0.3577,2.01,0.0,0.78,377.64,0.0,31469.76
30,8,1,900.11,0.3951,1.93,0.0,0.75,355.65,0.0,29637.1
30,8,3,903.9,0.4182,2.17,0.0,0.76,378.0,0.0,31499.86
30,8,10,1075.74,0.3983,2.13,0.0,0.78,428.42,0.0,35701.36
30,8,14,961.5,0.351,1.82,0.0,0.68,337.53,0.0,28127.52
30,9,0,1075.6,0.4692,2.18,0.0,1.0,504.71,0.0,42059.53
30,9,6,917.13,0.4288,1.99,0.0,0.8,393.26,0.0,32771.53
30,10,0,913.84,0.3822,2.1,0.0,0.7,349.27,0.0,29106.13
30,10,8,1053.17,0.4616,1.85,0.0,0.91,486.14,0.0,40511.43
30,11,0,995.06,0.3743,2.02,0.0,0.68,372.42,0.0,31034.77
30,11,5,953.01,0.4707,2.15,0.0,0.97,448.6,0.0,37383.6
30,12,4,984.63,0.3777,1.88,0.0,0.75,371.89,0.0,30990.74
30,12,5,1007.86,0.3359,2.09,0.0,0.72,338.55,0.0,28212.34
30,13,0,940.23,0.3892,1.92,0.0,0.85,365.94,0.0,30494.74
30,13,4,1099.03,0.4488,2.06,0.0,0.85,493.28,0.0,41106.43
30,14,0,987.62,0.4818,2.01,0.0,1.02,475.79,0.0,39649.3
30,14,8,924.2,0.4264,1.89,0.0,0.85,394.1,0.0,32841.92
31,0,1,953.4,0.5323,2.17,0.0,1.02,507.46,0.0,42288.59
31,0,2,1029.61,0.4764,2.04,0.0,0.95,490.46,0.0,40871.97
31,0,3,934.23,0.5044,2.09,0.0,1.02,471.22,0.0,39268.51
31,0,5,932.68,0.5369,1.95,0.0,1.07,500.77,0.0,41730.93
31,0,7,1097.9,0.4908,2.06,0.0,1.0,538.81,0.0,44900.57
31,0,9,1011.39,0.3746,2.07,0.0,0.75,378.84,0.0,31570.2
31,0,10,1068.57,0.4252,2.11,0.0,0.85,454.34,0.0,37861.34
31,0,11,945.81,0.4777,1.81,0.0,0.9,451.85,0.0,37654.16
31,0,13,963.09,0.4216,1.91,0.0,0.78,406.07,0.0,33839.23
31,0,14,942.2,0.4041,2.18,0.0,0.77,380.74,0.0,31728.65
31,1,0,1075.27,0.4497,1.93,0.0,0.95,483.59,0.0,40299.45
31,1,3,1031.09,0.465,1.96,0.0,0.84,479.42,0.0,39951.46
31,1,4,1082.91,0.4368,1.98,0.0,0.85,472.97,0.0,39414.15
31,1,6,952.98,0.4167,1.9,0.0,0.82,397.07,0.0,33089.49
31,1,7,1012.27,0.3998,1.91,0.0,0.81,404.74,0.0,33728.5
31,1,8,1016.92,0.4176,2.16,0.0,0.82,424.62,0.0,35385.12
31,2,0,979.88,0.5374,1.89,0.0,1.15,526.55,0.0,43879.41
31,2,4,1099.51,0.469,2.0,0.0,1.02,515.7,0.0,42975.01
31,3,0,918.18,0.4562,1.82,0.0,0.92,418.87,0.0,34905.68
31,3,1,921.93,0.5385,2.05,0.0,1.01,496.44,0.0,41369.58
31,3,8,1058.42,0.4981,1.97,0.0,1.07,527.18,0.0,43932.03
31,4,1,912.71,0.3712,1.95,0.0,0.8,338.79,0.0,28232.91
31,4,2,1099.22,0.4781,2.01,0.0,0.95,525.58,0.0,43798.35
31,4,5,1094.22,0.5193,2.14,0.0,1.1,568.22,0.0,47351.68
31,4,6,902.3,0.5136,2.09,0.0,1.11,463.44,0.0,38620.16
31,4,12,1036.34,0.4022,2.01,0.0,0.88,416.78,0.0,34732.01
31,4,13,953.37,0.4131,2.06,0.0,0.78,393.82,0.0,32818.02
31,5,0,922.31,0.413,1.97,0.0,0.78,380.92,0.0,31742.94
31,5,4,990.74,0.488,2.18,0.0,1.03,483.43,0.0,40286.16
31,5,11,1075.17,0.5041,1.91,0.0,0.96,541.95,0.0,45162.8
31,5,12,1000.12,0.4351,1.87,0.0,0.83,435.17,0.0,36264.29
31,6,1,1082.53,0.4972,2.15,0.0,0.9,538.2,0.0,44849.97
31,6,4,959.69,0.3765,2.06,0.0,0.79,361.32,0.0,30109.95
31,6,9,1021.79,0.4837,1.86,0.0,0.92,494.23,0.0,41186.01
31,7,0,1052.5,0.4478,2.02,0.0,0.84,471.35,0.0,39279.32
31,7,1,1055.73,0.4965,2.01,0.0,1.02,524.19,0.0,43682.16
31,8,1,900.11,0.429,1.93,0.0,0.79,386.15,0.0,32179.09
31,8,3,903.9,0.4635,2.17,0.0,0.98,418.93,0.0,34910.8
31,8,10,1075.74,0.4785,2.13,0.0,0.88,514.78,0.0,42898.2
31,8,14,961.5,0.4989,1.82,0.0,1.09,479.71,0.0,39975.64
31,9,0,1075.6,0.4891,2.18,0.0,0.91,526.11,0.0,43842.16
31,9,6,917.13,0.4434,1.99,0.0,0.82,406.61,0.0,33884.27
31,10,0,913.84,0.4512,2.1,0.0,0.9,412.34,0.0,34362.06
31,10,8,1053.17,0.4806,1.85,0.0,1.01,506.18,0.0,42181.68
31,11,0,995.06,0.491,2.02,0.0,0.98,488.62,0.0,40718.26
31,11,5,953.01,0.3705,2.15,0.0,0.77,353.12,0.0,29426.41
31,12,4,984.63,0.5381,1.88,0.0,1.02,529.8,0.0,44150.31
31,12,5,1007.86,0.3763,2.09,0.0,0.81,379.27,0.0,31605.89
31,13,0,940.23,0.426,1.92,0.0,0.8,400.57,0.0,33381.21
31,13,4,1099.03,0.3752,2.06,0.0,0.74,412.41,0.0,34367.2
31,14,0,987.62,0.4455,2.01,0.0,0.95,439.97,0.0,36664.3
31,14,8,924.2,0.4325,1.89,0.0,0.85,399.71,0.0,33309.16
32,0,1,953.4,0.5593,2.17,0.0,1.2,533.28,0.0,44439.69
32,0,2,1029.61,0.6224,2.04,0.0,1.25,640.88,0.0,53406.37
32,0,3,934.23,0.675,2.09,0.0,1.25,630.61,0.0,52551.21
32,0,5,932.68,0.4716,1.95,0.0,0.87,439.89,0.0,36657.62
32,0,7,1097.9,0.6755,2.06,0.0,1.3,741.63,0.0,61802.44
32,0,9,1011.39,0.6315,2.07,0.0,1.36,638.67,0.0,53222.53
32,0,10,1068.57,0.5209,2.11,0.0,1.13,556.67,0.0,46388.91
32,0,11,945.81,0.4702,1.81,0.0,0.91,444.7,0.0,37058.26
32,0,13,963.09,0.4792,1.91,0.0,0.95,461.52,0.0,38460.15
32,0,14,942.2,0.5205,2.18,0.0,1.03,490.4,0.0,40866.75
32,1,0,1075.27,0.6072,1.93,0.0,1.32,652.9,0.0,54408.18
32,1,3,1031.09,0.5529,1.96,0.0,1.09,570.1,0.0,47508.6
32,1,4,1082.91,0.531,1.98,0.0,1.02,575.02,0.0,47918.09
32,1,6,952.98,0.6374,1.9,0.0,1.28,607.43,0.0,50618.82
32,1,7,1012.27,0.4591,1.91,0.0,0.83,464.7,0.0,38725.1
32,1,8,1016.92,0.6124,2.16,0.0,1.23,622.77,0.0,51897.89
32,2,0,979.88,0.5715,1.89,0.0,1.06,559.95,0.0,46662.77
32,2,4,1099.51,0.6362,2.0,0.0,1.35,699.5,0.0,58291.98
32,3,0,918.18,0.6249,1.82,0.0,1.23,573.76,0.0,47812.96
32,3,1,921.93,0.4966,2.05,0.0,1.08,457.87,0.0,38156.16
32,3,8,1058.42,0.6723,1.97,0.0,1.32,711.59,0.0,59299.51
32,4,1,912.71,0.6369,1.95,0.0,1.22,581.33,0.0,48444.16
32,4,2,1099.22,0.5848,2.01,0.0,1.29,642.77,0.0,53564.29
32,4,5,1094.22,0.5122,2.14,0.0,1.1,560.5,0.0,46708.71
32,4,6,902.3,0.4817,2.09,0.0,0.87,434.64,0.0,36220.11
32,4,12,1036.34,0.4799,2.01,0.0,1.05,497.34,0.0,41445.24
32,4,13,953.37,0.5089,2.06,0.0,1.09,485.15,0.0,40429.03
32,5,0,922.31,0.5062,1.97,0.0,1.1,466.91,0.0,38908.83
32,5,4,990.74,0.5851,2.18,0.0,1.19,579.7,0.0,48307.92
32,5,11,1075.17,0.6172,1.91,0.0,1.29,663.61,0.0,55300.6
32,5,12,1000.12,0.655,1.87,0.0,1.37,655.06,0.0,54588.23
32,6,1,1082.53,0.5368,2.15,0.0,1.04,581.09,0.0,48424.04
32,6,4,959.69,0.5412,2.06,0.0,0.98,519.34,0.0,43278.14
32,6,9,1021.79,0.5561,1.86,0.0,1.15,568.22,0.0,47351.61
32,7,0,1052.5,0.4591,2.02,0.0,1.0,483.17,0.0,40264.37
32,7,1,1055.73,0.5638,2.01,0.0,1.04,595.18,0.0,49598.57
32,8,1,900.11,0.6147,1.93,0.0,1.28,553.26,0.0,46105.18
32,8,3,903.9,0.5094,2.17,0.0,1.02,460.48,0.0,38373.34
32,8,10,1075.74,0.5116,2.13,0.0,1.0,550.3,0.0,45858.41
32,8,14,961.5,0.5181,1.82,0.0,1.08,498.16,0.0,41513.2
32,9,0,1075.6,0.644,2.18,0.0,1.31,692.71,0.0,57726.21
32,9,6,917.13,0.6207,1.99,0.0,1.31,569.22,0.0,47434.81
32,10,0,913.84,0.541,2.1,0.0,1.07,494.37,0.0,41197.74
32,10,8,1053.17,0.5153,1.85,0.0,1.02,542.67,0.0,45222.16
32,11,0,995.06,0.4848,2.02,0.0,0.99,482.4,0.0,40199.75
