timestep,node,incoming_traffic,outgoing_traffic,queue_size,flow_count,traffic_volume,node_load
35,1,3209.89,3501.94,0.0,6,6711.83,0
35,2,1236.64,1135.0,0.0,2,2371.64,0
35,3,1662.87,1640.69,0.0,3,3303.56,0
35,4,3639.05,3548.7,0.0,6,7187.75,0
35,5,2319.05,2303.94,0.0,4,4622.99,0
35,6,1750.66,1743.87,0.0,3,3494.53,0
35,7,1158.29,1126.66,0.0,2,2284.95,0
35,8,2288.31,2121.36,0.0,4,4409.67,0
35,9,1094.68,1143.04,0.0,2,2237.72,0
35,10,1122.61,1161.14,0.0,2,2283.75,0
35,11,1058.08,1071.39,0.0,2,2129.47,0
35,12,1343.01,1244.64,0.0,2,2587.65,0
35,13,983.4,1154.4,0.0,2,2137.8,0
35,14,1166.79,1080.31,0.0,2,2247.1,0
36,0,5395.99,5360.78,0.0,10,10756.77,0
36,1,3395.35,3574.04,0.0,6,6969.39,0
36,2,1080.63,1200.21,0.0,2,2280.84,0
36,3,1804.05,1774.83,0.0,3,3578.88,0
36,4,3781.41,3397.99,0.0,6,7179.4,0
36,5,2233.61,2330.1,0.0,4,4563.71,0
36,6,1599.07,2011.66,0.0,3,3610.73,0
36,7,1088.31,993.13,0.0,2,2081.44,0
36,8,2281.99,2301.06,0.0,4,4583.05,0
36,9,1146.6,1051.83,0.0,2,2198.43,0
36,10,1130.74,1122.21,0.0,2,2252.95,0
36,11,1008.24,1076.89,0.0,2,2085.13,0
36,12,1124.41,1003.54,0.0,2,2127.95,0
36,13,1077.48,1223.18,0.0,2,2300.66,0
36,14,1265.22,991.65,0.0,2,2256.87,0
37,0,4085.05,4387.88,0.0,10,8472.93,0
37,1,2511.85,2712.85,0.0,6,5224.7,0
37,2,1040.39,988.04,0.0,2,2028.43,0
37,3,1155.02,1256.56,0.0,3,2411.58,0
37,4,2795.31,2600.38,0.0,6,5395.69,0
37,5,1832.89,1725.22,0.0,4,3558.11,0
37,6,1099.9,1238.6,0.0,3,2338.5,0
37,7,945.29,928.86,0.0,2,1874.15,0
37,8,1761.41,1691.81,0.0,4,3453.22,0
37,9,881.82,801.39,0.0,2,1683.21,0
37,10,898.21,825.83,0.0,2,1724.04,0
37,11,999.91,742.63,0.0,2,1742.54,0
37,12,855.15,955.53,0.0,2,1810.68,0
37,13,785.36,878.43,0.0,2,1663.79,0
37,14,862.33,775.88,0.0,2,1638.21,0
38,0,4434.63,4742.31,0.0,10,9176.94,0
38,1,2547.48,2958.55,0.0,6,5506.03,0
38,2,993.6,849.79,0.0,2,1843.39,0
38,3,1328.97,1342.94,0.0,3,2671.91,0
38,4,2769.92,2830.3,0.0,6,5600.22,0
38,5,2040.55,1680.91,0.0,4,3721.46,0
38,6,1247.37,1465.55,0.0,3,2712.92,0
38,7,1086.03,951.15,0.0,2,2037.18,0
38,8,2040.62,1894.51,0.0,4,3935.13,0
38,9,899.87,787.31,0.0,2,1687.18,0
38,10,1089.52,838.23,0.0,2,1927.75,0
38,11,931.89,990.52,0.0,2,1922.41,0
38,12,825.93,915.55,0.0,2,1741.48,0
38,13,966.96,1005.08,0.0,2,1972.04,0
38,14,931.09,881.73,0.0,2,1812.82,0
39,0,5053.58,5041.96,0.0,10,10095.54,0
39,1,2983.59,3179.17,0.0,6,6162.76,0
39,2,1093.87,862.21,0.0,2,1956.08,0
39,3,1564.79,1447.26,0.0,3,3012.05,0
39,4,3142.95,3102.08,0.0,6,6245.03,0
39,5,2026.56,2126.56,0.0,4,4153.12,0
39,6,1494.52,1411.45,0.0,3,2905.97,0
39,7,1170.76,952.28,0.0,2,2123.04,0
39,8,1902.12,2093.85,0.0,4,3995.97,0
39,9,915.97,922.24,0.0,2,1838.21,0
39,10,1050.19,1032.63,0.0,2,2082.82,0
39,11,900.62,1005.12,0.0,2,1905.74,0
39,12,1110.95,1005.47,0.0,2,2116.42,0
39,13,1029.26,1178.67,0.0,2,2207.93,0
39,14,889.56,968.34,0.0,2,1857.9,0
40,0,4307.54,4283.04,0.0,10,8590.58,0
40,1,2612.23,2636.53,0.0,6,5248.76,0
40,2,979.43,818.71,0.0,2,1798.14,0
40,3,1219.01,1168.96,0.0,3,2387.97,0
40,4,2557.04,2756.13,0.0,6,5313.17,0
40,5,1674.19,1685.79,0.0,4,3359.98,0
40,6,1109.02,1380.78,0.0,3,2489.8,0
40,7,1009.55,899.94,0.0,2,1909.49,0
40,8,1743.88,1755.71,0.0,4,3499.59,0
40,9,925.74,767.25,0.0,2,1692.99,0
40,10,988.63,842.83,0.0,2,1831.46,0
40,11,827.94,863.19,0.0,2,1691.13,0
40,12,854.56,875.64,0.0,2,1730.2,0
40,13,895.86,868.49,0.0,2,1764.35,0
40,14,747.92,849.55,0.0,2,1597.47,0
41,0,5019.07,5005.9,0.0,10,10024.97,0
41,1,2782.61,2715.28,0.0,6,5497.89,0
41,2,1143.7,937.53,0.0,2,2081.23,0
41,3,1442.6,1295.7,0.0,3,2738.3,0
41,4,3093.05,2895.28,0.0,6,5988.33,0
41,5,2060.45,2218.45,0.0,4,4278.9,0
41,6,1206.8,1395.23,0.0,3,2602.03,0
41,7,1006.22,1127.63,0.0,2,2133.85,0
41,8,1900.4,1960.94,0.0,4,3861.34,0
41,9,1113.81,976.05,0.0,2,2089.86,0
41,10,1130.98,994.04,0.0,2,2125.02,0
41,11,1029.97,1049.45,0.0,2,2079.42,0
41,12,1052.66,1114.11,0.0,2,2166.77,0
41,13,834.75,1018.06,0.0,2,1852.81,0
41,14,915.48,1028.9,0.0,2,1944.38,0
42,0,5225.96,5716.25,0.0,10,10942.21,0
42,1,3137.94,3473.3,0.0,6,6611.24,0
42,2,1215.58,1144.04,0.0,2,2359.62,0
42,3,1709.64,1500.69,0.0,3,3210.33,0
42,4,3457.47,3607.33,0.0,6,7064.8,0
42,5,2147.55,2232.62,0.0,4,4380.17,0
42,6,1601.51,1611.26,0.0,3,3212.77,0
42,7,1225.91,1064.86,0.0,2,2290.77,0
42,8,1877.76,2049.12,0.0,4,3926.88,0
42,9,1274.33,1132.68,0.0,2,2407.01,0
42,10,1070.73,872.2,0.0,2,1942.93,0
42,11,1043.97,992.49,0.0,2,2036.46,0
42,12,1172.6,1037.94,0.0,2,2210.54,0
42,13,1204.4,967.43,0.0,2,2171.83,0
42,14,1070.34,1033.48,0.0,2,2103.82,0
43,0,4362.72,4318.59,0.0,10,8681.31,0
43,1,2569.0,2730.96,0.0,6,5299.96,0
43,2,998.04,1003.39,0.0,2,2001.43,0
43,3,1212.96,1204.74,0.0,3,2417.7,0
43,4,2785.34,2652.42,0.0,6,5437.76,0
43,5,1854.37,1742.84,0.0,4,3597.21,0
43,6,1182.71,1382.56,0.0,3,2565.27,0
43,7,962.49,957.62,0.0,2,1920.11,0
43,8,1714.49,1802.4,0.0,4,3516.89,0
43,9,848.14,879.91,0.0,2,1728.05,0
43,10,1078.35,813.89,0.0,2,1892.24,0
43,11,821.05,786.54,0.0,2,1607.59,0
43,12,838.82,931.77,0.0,2,1770.59,0
43,13,788.71,864.54,0.0,2,1653.25,0
43,14,938.38,883.4,0.0,2,1821.78,0
44,0,5594.9,5641.67,0.0,10,11236.57,0
44,1,3291.82,3277.51,0.0,6,6569.33,0
44,2,1231.25,1013.08,0.0,2,2244.33,0
44,3,1538.03,1575.54,0.0,3,3113.57,0
44,4,3355.07,3342.83,0.0,6,6697.9,0
44,5,2262.54,2316.58,0.0,4,4579.12,0
44,6,1616.78,1734.35,0.0,3,3351.13,0
44,7,1252.9,1267.69,0.0,2,2520.59,0
44,8,1970.4,2301.44,0.0,4,4271.84,0
44,9,1206.66,1088.42,0.0,2,2295.08,0
44,10,1212.56,1031.15,0.0,2,2243.71,0
44,11,1209.71,1269.42,0.0,2,2479.13,0
44,12,1198.12,984.39,0.0,2,2182.51,0
44,13,1062.28,1245.39,0.0,2,2307.67,0
44,14,1195.45,1109.01,0.0,2,2304.46,0
45,0,4291.79,4023.31,0.0,10,8315.1,0
45,1,2319.52,2771.32,0.0,6,5090.84,0
45,2,831.67,779.62,0.0,2,1611.29,0
45,3,1262.64,1281.11,0.0,3,2543.75,0
45,4,2535.1,2345.64,0.0,6,4880.74,0
45,5,1816.91,1782.65,0.0,4,3599.56,0
45,6,1092.91,1185.49,0.0,3,2278.4,0
45,7,921.62,859.62,0.0,2,1781.24,0
45,8,1682.34,1658.37,0.0,4,3340.71,0
45,9,751.43,944.68,0.0,2,1696.11,0
45,10,817.21,806.75,0.0,2,1623.96,0
45,11,817.57,894.39,0.0,2,1711.96,0
45,12,797.87,744.39,0.0,2,1542.26,0
45,13,714.58,755.9,0.0,2,1470.48,0
45,14,925.34,745.26,0.0,2,1670.6,0
46,0,4804.13,4780.07,0.0,10,9584.2,0
46,1,2664.83,2919.2,0.0,6,5584.03,0
46,2,1210.21,1082.4,0.0,2,2292.61,0
46,3,1333.67,1304.02,0.0,3,2637.69,0
46,4,3058.94,3106.48,0.0,6,6165.42,0
46,5,1929.31,2011.62,0.0,4,3940.93,0
46,6,1277.81,1557.28,0.0,3,2835.09,0
46,7,1144.69,984.97,0.0,2,2129.66,0
46,8,2028.07,1886.31,0.0,4,3914.38,0
46,9,1161.44,1011.34,0.0,2,2172.78,0
46,10,1061.85,952.44,0.0,2,2014.29,0
46,11,978.4,974.72,0.0,2,1953.12,0
46,12,1084.47,1066.22,0.0,2,2150.69,0
46,13,917.49,992.28,0.0,2,1909.77,0
46,14,952.94,978.9,0.0,2,1931.84,0
47,0,3998.49,4062.14,0.0,10,8060.63,0
47,1,2341.06,2377.57,0.0,6,4718.63,0
47,2,812.51,853.75,0.0,2,1666.26,0
47,3,1212.59,1140.74,0.0,3,2353.33,0
47,4,2891.0,2393.25,0.0,6,5284.25,0
47,5,1570.76,1672.58,0.0,4,3243.34,0
47,6,1058.31,1430.23,0.0,3,2488.54,0
47,7,746.0,895.37,0.0,2,1641.37,0
47,8,1841.62,1627.59,0.0,4,3469.21,0
47,9,836.43,848.41,0.0,2,1684.84,0
47,10,944.35,818.53,0.0,2,1762.88,0
47,11,772.09,730.37,0.0,2,1502.46,0
47,12,918.46,909.68,0.0,2,1828.14,0
47,13,801.39,1009.06,0.0,2,1810.45,0
47,14,807.76,783.55,0.0,2,1591.31,0
48,0,4310.51,4554.65,0.0,10,8865.16,0
48,1,2367.2,2667.46,0.0,6,5034.66,0
48,2,975.48,981.23,0.0,2,1956.71,0
48,3,1277.96,1328.0,0.0,3,2605.96,0
48,4,2786.38,2619.63,0.0,6,5406.01,0
48,5,1740.74,1877.14,0.0,4,3617.88,0
48,6,1186.88,1311.46,0.0,3,2498.34,0
48,7,788.92,936.05,0.0,2,1724.97,0
48,8,1739.13,1599.43,0.0,4,3338.56,0
48,9,974.69,808.34,0.0,2,1783.03,0
48,10,977.71,747.8,0.0,2,1725.51,0
48,11,992.15,845.35,0.0,2,1837.5,0
48,12,874.42,929.91,0.0,2,1804.33,0
48,13,954.4,819.0,0.0,2,1773.4,0
48,14,918.52,839.64,0.0,2,1758.16,0
49,0,3993.04,4064.47,0.0,10,8057.51,0
49,1,2157.36,2519.1,0.0,6,4676.46,0
49,2,942.83,868.17,0.0,2,1811.0,0
49,3,1232.92,1240.97,0.0,3,2473.89,0
49,4,2287.3,2622.97,0.0,6,4910.27,0
49,5,1749.49,1382.4,0.0,4,3131.89,0
49,6,1086.76,1127.05,0.0,3,2213.81,0
49,7,783.39,797.28,0.0,2,1580.67,0
49,8,1682.8,1475.49,0.0,4,3158.29,0
49,9,724.08,808.24,0.0,2,1532.32,0
49,10,806.57,771.14,0.0,2,1577.71,0
49,11,807.01,912.41,0.0,2,1719.42,0
49,12,868.49,726.89,0.0,2,1595.38,0
49,13,836.43,764.07,0.0,2,1600.5,0
49,14,806.92,684.74,0.0,2,1491.66,0
50,0,4798.21,4921.64,0.0,10,9719.85,0
50,1,2733.28,2758.15,0.0,6,5491.43,0
50,2,1039.94,886.34,0.0,2,1926.28,0
50,3,1312.28,1312.71,0.0,3,2624.99,0
50,4,2871.71,2684.26,0.0,6,5555.97,0
50,5,1783.94,1907.46,0.0,4,3691.4,0
50,6,1262.79,1639.77,0.0,3,2902.56,0
50,7,1021.55,957.9,0.0,2,1979.45,0
50,8,1852.52,1751.67,0.0,4,3604.19,0
50,9,1023.61,891.53,0.0,2,1915.14,0
50,10,960.12,978.09,0.0,2,1938.21,0
50,11,1083.74,976.34,0.0,2,2060.08,0
50,12,1014.74,894.78,0.0,2,1909.52,0
50,13,922.86,1068.0,0.0,2,1990.86,0
50,14,915.37,968.02,0.0,2,1883.39,0
51,0,5510.88,5786.4,0.0,10,11297.28,0
51,1,3672.27,3469.47,0.0,6,7141.74,0
51,2,1258.87,1221.68,0.0,2,2480.55,0
51,3,1583.07,1748.7,0.0,3,3331.77,0
51,4,3545.31,3613.16,0.0,6,7158.47,0
51,5,2235.04,2211.72,0.0,4,4446.76,0
51,6,1614.79,1848.85,0.0,3,3463.64,0
51,7,1137.4,1114.26,0.0,2,2251.66,0
51,8,2287.68,2339.63,0.0,4,4627.31,0
51,9,1114.57,1214.88,0.0,2,2329.45,0
51,10,1422.48,1150.67,0.0,2,2573.15,0
51,11,1124.17,1018.68,0.0,2,2142.85,0
51,12,1378.07,1043.87,0.0,2,2421.94,0
51,13,1057.41,1131.81,0.0,2,2189.22,0
51,14,995.92,1024.15,0.0,2,2020.07,0
52,0,4887.52,5318.07,0.0,10,10205.59,0
52,1,3336.55,3414.14,0.0,6,6750.69,0
52,2,1108.6,1123.78,0.0,2,2232.38,0
52,3,1471.85,1610.4,0.0,3,3082.25,0
52,4,3428.68,3052.58,0.0,6,6481.26,0
52,5,2065.01,2135.52,0.0,4,4200.53,0
52,6,1570.97,1470.89,0.0,3,3041.86,0
52,7,949.33,1114.28,0.0,2,2063.61,0
52,8,2125.71,2015.68,0.0,4,4141.39,0
52,9,1058.72,965.18,0.0,2,2023.9,0
52,10,1221.73,817.23,0.0,2,2038.96,0
52,11,1164.64,942.67,0.0,2,2107.31,0
52,12,1000.2,1076.04,0.0,2,2076.24,0
52,13,822.32,971.42,0.0,2,1793.74,0
52,14,921.55,1105.5,0.0,2,2027.05,0
53,0,5085.29,5206.54,0.0,10,10291.83,0
53,1,3358.55,3322.16,0.0,6,6680.71,0
53,2,1103.59,1099.02,0.0,2,2202.61,0
53,3,1502.71,1725.13,0.0,3,3227.84,0
53,4,3488.47,3366.89,0.0,6,6855.36,0
53,5,2087.29,2120.65,0.0,4,4207.94,0
53,6,1703.62,1898.2,0.0,3,3601.82,0
53,7,1256.19,1094.31,0.0,2,2350.5,0
53,8,2367.49,2147.86,0.0,4,4515.35,0
53,9,1259.32,1006.59,0.0,2,2265.91,0
53,10,1299.29,1153.14,0.0,2,2452.43,0
53,11,1114.42,1030.55,0.0,2,2144.97,0
53,12,976.38,1087.1,0.0,2,2063.48,0
53,13,1032.51,1340.09,0.0,2,2372.6,0
53,14,1033.16,1070.05,0.0,2,2103.21,0
54,0,4741.67,4957.26,0.0,10,9698.93,0
54,1,2642.67,2954.12,0.0,6,5596.79,0
54,2,1039.87,898.46,0.0,2,1938.33,0
54,3,1322.59,1260.38,0.0,3,2582.97,0
54,4,2966.77,2719.47,0.0,6,5686.24,0
54,5,1737.5,1927.08,0.0,4,3664.58,0
54,6,1350.04,1510.61,0.0,3,2860.65,0
54,7,1067.99,1058.14,0.0,2,2126.13,0
54,8,1732.62,1576.12,0.0,4,3308.74,0
54,9,1001.63,1006.16,0.0,2,2007.79,0
54,10,1076.03,985.71,0.0,2,2061.74,0
54,11,1100.44,880.93,0.0,2,1981.37,0
54,12,971.59,844.95,0.0,2,1816.54,0
54,13,811.78,1041.47,0.0,2,1853.25,0
54,14,880.33,822.66,0.0,2,1702.99,0
55,0,4437.12,4356.14,0.0,10,8793.26,0
55,1,2635.2,2902.79,0.0,6,5537.99,0
55,2,930.2,899.99,0.0,2,1830.19,0
55,3,1304.01,1183.21,0.0,3,2487.22,0
55,4,2891.63,2879.18,0.0,6,5770.81,0
55,5,1917.36,1754.62,0.0,4,3671.98,0
55,6,1210.86,1457.37,0.0,3,2668.23,0
55,7,961.06,1036.25,0.0,2,1997.31,0
55,8,1920.81,1808.13,0.0,4,3728.94,0
55,9,868.74,771.92,0.0,2,1640.66,0
55,10,1027.36,951.47,0.0,2,1978.83,0
55,11,790.78,896.21,0.0,2,1686.99,0
55,12,929.18,933.89,0.0,2,1863.07,0
55,13,925.89,985.63,0.0,2,1911.52,0
55,14,945.86,879.26,0.0,2,1825.12,0
56,0,4541.51,4962.67,0.0,10,9504.18,0
56,1,2748.32,2756.33,0.0,6,5504.65,0
56,2,1053.79,1043.31,0.0,2,2097.1,0
56,3,1292.82,1348.51,0.0,3,2641.33,0
56,4,2912.66,2746.82,0.0,6,5659.48,0
56,5,1805.93,1627.86,0.0,4,3433.79,0
56,6,1460.74,1529.46,0.0,3,2990.2,0
56,7,1068.63,919.74,0.0,2,1988.37,0
56,8,1942.29,2028.08,0.0,4,3970.37,0
56,9,1076.1,850.03,0.0,2,1926.13,0
56,10,1153.34,1043.85,0.0,2,2197.19,0
56,11,931.56,889.95,0.0,2,1821.51,0
56,12,851.44,885.36,0.0,2,1736.8,0
56,13,847.95,1037.41,0.0,2,1885.36,0
56,14,900.61,918.31,0.0,2,1818.92,0
57,0,4849.42,4897.32,0.0,10,9746.74,0
57,1,2519.03,2757.0,0.0,6,5276.03,0
57,2,1148.45,820.37,0.0,2,1968.82,0
57,3,1282.0,1501.76,0.0,3,2783.76,0
57,4,2933.95,3112.03,0.0,6,6045.98,0
57,5,2046.9,1882.09,0.0,4,3928.99,0
57,6,1476.05,1333.08,0.0,3,2809.13,0
57,7,1043.72,1000.79,0.0,2,2044.51,0
57,8,1985.12,1800.4,0.0,4,3785.52,0
57,9,879.39,966.79,0.0,2,1846.18,0
57,10,973.5,995.01,0.0,2,1968.51,0
57,11,958.45,987.44,0.0,2,1945.89,0
57,12,978.5,1055.36,0.0,2,2033.86,0
57,13,978.3,1042.5,0.0,2,2020.8,0
57,14,1042.48,943.32,0.0,2,1985.8,0
58,0,4638.27,4263.61,0.0,10,8901.88,0
58,1,2584.96,2737.23,0.0,6,5322.19,0
58,2,843.97,871.15,0.0,2,1715.12,0
58,3,1033.62,1145.67,0.0,3,2179.29,0
58,4,2820.4,2399.39,0.0,6,5219.79,0
58,5,1618.81,1831.4,0.0,4,3450.21,0
58,6,1271.69,1336.99,0.0,3,2608.68,0
58,7,813.69,964.32,0.0,2,1778.01,0
58,8,1659.26,1585.26,0.0,4,3244.52,0
58,9,796.28,986.52,0.0,2,1782.8,0
58,10,994.64,974.89,0.0,2,1969.53,0
58,11,918.95,903.55,0.0,2,1822.5,0
58,12,844.2,840.7,0.0,2,1684.9,0
58,13,881.41,886.96,0.0,2,1768.37,0
58,14,804.09,796.6,0.0,2,1600.69,0
59,0,5176.6,5219.52,0.0,10,10396.12,0
59,1,2935.78,3344.23,0.0,6,6280.01,0
59,2,1092.99,1036.45,0.0,2,2129.44,0
59,3,1461.91,1511.1,0.0,3,2973.01,0
59,4,3104.4,3182.55,0.0,6,6286.95,0
59,5,2075.05,2010.51,0.0,4,4085.56,0
59,6,1408.94,1505.86,0.0,3,2914.8,0
59,7,1217.05,1114.4,0.0,2,2331.45,0
59,8,2098.48,1832.06,0.0,4,3930.54,0
59,9,1173.05,1005.9,0.0,2,2178.95,0
59,10,1083.56,1059.33,0.0,2,2142.89,0
59,11,1150.99,1038.91,0.0,2,2189.9,0
59,12,1109.31,848.62,0.0,2,1957.93,0
59,13,898.53,1139.1,0.0,2,2037.63,0
59,14,842.38,980.48,0.0,2,1822.86,0
60,0,3855.09,4307.64,0.0,10,8162.73,0
60,1,2554.58,2837.17,0.0,6,5391.75,0
60,2,979.5,954.49,0.0,2,1933.99,0
60,3,1250.05,1213.41,0.0,3,2463.46,0
60,4,2674.28,2654.08,0.0,6,5328.36,0
60,5,1642.59,1885.18,0.0,4,3527.77,0
60,6,1313.66,1231.84,0.0,3,2545.5,0
60,7,996.01,872.29,0.0,2,1868.3,0
60,8,1796.64,1653.83,0.0,4,3450.47,0
60,9,824.27,810.79,0.0,2,1635.06,0
60,10,832.47,711.75,0.0,2,1544.22,0
60,11,934.44,688.49,0.0,2,1622.93,0
60,12,958.19,826.66,0.0,2,1784.85,0
60,13,857.37,812.74,0.0,2,1670.11,0
60,14,806.72,815.5,0.0,2,1622.22,0
61,0,5492.06,5630.41,0.0,10,11122.47,0
61,1,3237.34,3625.1,0.0,6,6862.44,0
61,2,1240.33,1283.54,0.0,2,2523.87,0
61,3,1591.86,1726.27,0.0,3,3318.13,0
61,4,3891.27,3390.21,0.0,6,7281.48,0
61,5,2381.69,2294.12,0.0,4,4675.81,0
61,6,1664.66,1881.42,0.0,3,3546.08,0
61,7,1383.72,1151.53,0.0,2,2535.25,0
61,8,2466.51,2256.5,0.0,4,4723.01,0
61,9,1205.37,1129.04,0.0,2,2334.41,0
61,10,1109.44,1064.31,0.0,2,2173.75,0
61,11,1149.29,1235.77,0.0,2,2385.06,0
61,12,1385.86,1232.75,0.0,2,2618.61,0
61,13,977.16,1373.73,0.0,2,2350.89,0
61,14,1098.16,1000.02,0.0,2,2098.18,0
62,0,5740.14,5981.15,0.0,10,11721.29,0
62,1,3122.99,3610.93,0.0,6,6733.92,0
62,2,1229.49,1227.0,0.0,2,2456.49,0
62,3,1787.72,1754.74,0.0,3,3542.46,0
62,4,3507.78,3588.62,0.0,6,7096.4,0
62,5,2590.52,2229.49,0.0,4,4820.01,0
62,6,1656.22,1724.15,0.0,3,3380.37,0
62,7,1426.79,1240.96,0.0,2,2667.75,0
62,8,2673.92,2427.31,0.0,4,5101.23,0
62,9,1274.73,1183.27,0.0,2,2458.0,0
62,10,1385.41,1326.05,0.0,2,2711.46,0
62,11,1167.71,1297.88,0.0,2,2465.59,0
62,12,1248.33,1213.18,0.0,2,2461.51,0
62,13,1190.33,1202.08,0.0,2,2392.41,0
62,14,1086.98,1082.25,0.0,2,2169.23,0
63,0,5406.23,5928.12,0.0,10,11334.35,0
63,1,3430.09,3601.64,0.0,6,7031.73,0
63,2,1298.8,1127.76,0.0,2,2426.56,0
63,3,1619.55,1789.14,0.0,3,3408.69,0
63,4,3676.73,3339.74,0.0,6,7016.47,0
63,5,1943.94,2249.44,0.0,4,4193.38,0
63,6,1469.36,1951.98,0.0,3,3421.34,0
63,7,1319.89,1027.52,0.0,2,2347.41,0
63,8,2435.78,2258.93,0.0,4,4694.71,0
63,9,1193.95,1246.06,0.0,2,2440.01,0
63,10,1322.15,1100.43,0.0,2,2422.58,0
63,11,1157.61,959.66,0.0,2,2117.27,0
63,12,1250.72,1019.26,0.0,2,2269.98,0
63,13,1129.1,1188.79,0.0,2,2317.89,0
63,14,1190.65,1056.08,0.0,2,2246.73,0
64,0,5411.78,5405.46,0.0,10,10817.24,0
64,1,3155.94,3097.06,0.0,6,6253.0,0
64,2,1246.56,1126.4,0.0,2,2372.96,0
64,3,1592.32,1680.83,0.0,3,3273.15,0
64,4,3380.35,3231.41,0.0,6,6611.76,0
64,5,2205.65,2331.63,0.0,4,4537.28,0
64,6,1380.78,1705.98,0.0,3,3086.76,0
64,7,1049.47,1107.36,0.0,2,2156.83,0
64,8,2139.3,1974.82,0.0,4,4114.12,0
64,9,1063.94,919.04,0.0,2,1982.98,0
64,10,1186.5,929.34,0.0,2,2115.84,0
64,11,992.71,1237.13,0.0,2,2229.84,0
64,12,1113.1,979.65,0.0,2,2092.75,0
64,13,1037.35,1239.62,0.0,2,2276.97,0
64,14,996.11,986.13,0.0,2,1982.24,0
65,0,4509.7,4568.01,0.0,10,9077.71,0
65,1,2599.11,2758.59,0.0,6,5357.7,0
65,2,973.46,864.6,0.0,2,1838.06,0
65,3,1257.35,1239.46,0.0,3,2496.81,0
65,4,2798.28,2738.91,0.0,6,5537.19,0
65,5,1916.88,1632.77,0.0,4,3549.65,0
65,6,1140.54,1433.35,0.0,3,2573.89,0
65,7,925.8,868.37,0.0,2,1794.17,0
65,8,1791.69,1642.73,0.0,4,3434.42,0
65,9,946.42,829.56,0.0,2,1775.98,0
65,10,836.91,991.79,0.0,2,1828.7,0
65,11,875.04,968.86,0.0,2,1843.9,0
65,12,915.56,833.58,0.0,2,1749.14,0
65,13,776.57,890.05,0.0,2,1666.62,0
65,14,833.93,836.61,0.0,2,1670.54,0
66,0,4011.04,4363.78,0.0,10,8374.82,0
66,1,2591.72,2449.59,0.0,6,5041.31,0
66,2,936.67,923.37,0.0,2,1860.04,0
66,3,1155.49,1257.18,0.0,3,2412.67,0
66,4,2685.0,2794.14,0.0,6,5479.14,0
66,5,1616.98,1618.16,0.0,4,3235.14,0
66,6,1136.81,1318.81,0.0,3,2455.62,0
66,7,957.99,828.03,0.0,2,1786.02,0
66,8,1583.09,1382.71,0.0,4,2965.8,0
66,9,889.79,869.5,0.0,2,1759.29,0
66,10,906.64,801.84,0.0,2,1708.48,0
66,11,907.97,731.57,0.0,2,1639.54,0
66,12,862.81,836.94,0.0,2,1699.75,0
66,13,831.33,972.63,0.0,2,1803.96,0
66,14,753.98,679.06,0.0,2,1433.04,0
67,0,4349.45,4651.38,0.0,10,9000.83,0
67,1,2552.49,3054.76,0.0,6,5607.25,0
67,2,1050.58,816.53,0.0,2,1867.11,0
67,3,1434.18,1178.31,0.0,3,2612.49,0
67,4,2882.64,2690.87,0.0,6,5573.51,0
67,5,1974.91,1970.11,0.0,4,3945.02,0
67,6,1371.31,1490.7,0.0,3,2862.01,0
67,7,955.93,901.33,0.0,2,1857.26,0
67,8,1793.36,1704.53,0.0,4,3497.89,0
67,9,964.62,860.14,0.0,2,1824.76,0
67,10,1076.77,775.61,0.0,2,1852.38,0
67,11,1002.29,921.67,0.0,2,1923.96,0
67,12,845.7,969.29,0.0,2,1814.99,0
67,13,822.32,869.05,0.0,2,1691.37,0
67,14,785.69,1007.96,0.0,2,1793.65,0
68,0,5471.48,5612.46,0.0,10,11083.94,0
68,1,3335.33,3629.74,0.0,6,6965.07,0
68,2,1337.39,1031.72,0.0,2,2369.11,0
68,3,1861.49,1708.3,0.0,3,3569.79,0
68,4,3705.61,3274.08,0.0,6,6979.69,0
68,5,2325.36,2226.06,0.0,4,4551.42,0
68,6,1541.97,2033.7,0.0,3,3575.67,0
68,7,1012.9,1158.82,0.0,2,2171.72,0
68,8,2624.23,2246.45,0.0,4,4870.68,0
68,9,1302.3,1196.69,0.0,2,2498.99,0
68,10,1150.24,1243.69,0.0,2,2393.93,0
68,11,1136.34,1135.26,0.0,2,2271.6,0
68,12,1150.26,1197.25,0.0,2,2347.51,0
68,13,1064.61,1253.39,0.0,2,2318.0,0
68,14,1100.0,1171.9,0.0,2,2271.9,0
69,0,5408.44,5630.09,0.0,10,11038.53,0
69,1,3495.79,3674.87,0.0,6,7170.66,0
69,2,1098.6,1134.34,0.0,2,2232.94,0
69,3,1691.4,1626.32,0.0,3,3317.72,0
69,4,3642.28,3291.06,0.0,6,6933.34,0
69,5,2392.53,2115.91,0.0,4,4508.44,0
69,6,1722.58,1840.51,0.0,3,3563.09,0
69,7,1209.21,1091.55,0.0,2,2300.76,0
69,8,2151.19,2118.39,0.0,4,4269.58,0
69,9,1117.23,991.83,0.0,2,2109.06,0
69,10,1252.91,1129.26,0.0,2,2382.17,0
69,11,1205.96,1162.28,0.0,2,2368.24,0
69,12,986.68,1323.3,0.0,2,2309.98,0
69,13,973.58,1244.68,0.0,2,2218.26,0
69,14,1077.8,1051.79,0.0,2,2129.59,0
70,0,5152.17,4877.36,0.0,10,10029.53,0
70,1,2725.12,2917.99,0.0,6,5643.11,0
70,2,986.86,999.46,0.0,2,1986.32,0
70,3,1353.38,1519.14,0.0,3,2872.52,0
